id;barcode;maindir;brand_id;name;cost_original_val
442;818036-4;580;26;Вибростимуляторы, вибропульки;453.00
443;818037-1;563;26;Эрекционные кольца;527.00
444;818037-3;563;26;Эрекционные кольца;527.00
445;818037-4;563;26;Эрекционные кольца;527.00
446;818038-4;563;26;Эрекционные кольца;527.00
447;912001;581;33;Стеклянные фаллосы;1682.00
448;912006;581;33;Стеклянные фаллосы;1419.00
449;912007;581;33;Стеклянные фаллосы;1399.00
450;912069;581;33;Стеклянные фаллосы;1314.00
451;912076;581;33;Стеклянные фаллосы;1299.00
452;912079;581;33;Стеклянные фаллосы;1458.00
453;FL700;534;34;Мастурбаторы;10140.00
454;FL764;534;34;Мастурбаторы;10140.00
455;FL772;534;34;Мастурбаторы;11019.00
456;0200-00-CD;536;13;Реалистичные;2245.00
457;5075-02-BX;534;13;Мастурбаторы;2731.00
458;SM-01;582;35;Стеклянные и металлические;653.00
459;SS-13;558;35;Интимные украшения;609.00
460;LB-10005;542;24;На водной основе;896.00
461;LB-10003;542;24;На водной основе;413.00
462;Contex Classic №3;562;25;Презервативы;484.00
463;Contex Light №3;562;25;Презервативы;470.00
464;Contex Long Love №3;562;25;Презервативы;470.00
465;Contex Ribbed №3;562;25;Презервативы;470.00
466;Contex Romantic №3;562;25;Презервативы;470.00
467;Durex Classic №12;562;36;Презервативы;1736.00
468;Durex Elite №12;562;36;Презервативы;1910.00
469;Durex Classic №3;562;36;Презервативы;572.00
470;Durex Elite №3;562;36;Презервативы;663.00
471;Р192;583;37;Кнуты, плётки, хлысты;3113.00
472;Р192Г;583;37;Кнуты, плётки, хлысты;3108.00
473;Р219;541;37;Наручники, ошейники;1758.00
474;Р22Б;541;37;Наручники, ошейники;2530.00
475;Р254;541;37;Наручники, ошейники;2963.00
476;Р254А;541;37;Наручники, ошейники;2948.00
477;Р283;541;37;Наручники, ошейники;1724.00
478;Р2851;541;37;Наручники, ошейники;1660.00
479;Р291;541;37;Наручники, ошейники;1426.00
480;Р292;541;37;Наручники, ошейники;3167.00
481;Р294;541;37;Наручники, ошейники;3797.00
482;Р31;579;37;Маски, кляпы;1283.00
483;FL734;534;34;Мастурбаторы;12700.00
484;BI-014078-0101;557;27;Клиторальные стимуляторы;1289.00
485;BI-014081-0101;563;27;Эрекционные кольца;1556.00
486;BI-014084-0101;578;27;Безремневые;2738.00
487;BI-014096;556;27;Помпы для клитора;2557.00
488;BI-014100-0101;557;27;Клиторальные стимуляторы;5372.00
489;BI-026200-0101;547;27;Насадки и удлинители;537.00
490;BI-026201A-0101;547;27;Насадки и удлинители;1980.00
491;BI-035011-0101;557;27;Клиторальные стимуляторы;2885.00
492;BI-036012-0101;557;27;Клиторальные стимуляторы;1801.00
493;BI-040001-0603S;531;27;Двусторонние;1403.00
494;BM-00900T30Z;534;27;Мастурбаторы;3890.00
495;BI-040006-1-0801;584;27;Массажеры простаты;1343.00
496;BM-00900T30Z-1;534;27;Мастурбаторы;3882.00
497;BI-040007-0801S;584;27;Массажеры простаты;1272.00
498;BM-00900T31Z;534;27;Мастурбаторы;2380.00
499;BM-00900T31Z-1;534;27;Мастурбаторы;2380.00
